L,Prompt_ID,Original_Message,Recovered_Message,Total_Bits,Correct_Bits,Undecided_Bits,Decided_Bits,Accuracy_Percent,Exact_Match
15,4,000100100010010,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,5,000010111101001,⊥00010⊥⊥⊥1⊥⊥⊥⊥⊥,15,6,9,6,40.0,False
15,6,010011001000101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,7,111001101010110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,8,010100110101011,⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,9,110001011010001,⊥⊥0⊥⊥⊥⊥⊥⊥0⊥0⊥⊥⊥,15,3,12,3,20.0,False
15,10,110000000111010,⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,11,011100010110101,⊥1⊥1⊥⊥⊥⊥⊥1⊥⊥1⊥⊥,15,4,11,4,26.666666666666668,False
15,12,011000010111001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,13,110100110011111,⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥1⊥,15,2,13,2,13.333333333333334,False
15,14,001111110001000,⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,15,111011110101111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,16,110011111000000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,17,111101011000111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,18,010011111000011,⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,19,001010111001001,⊥⊥1⊥⊥011⊥⊥0⊥0⊥⊥,15,6,9,6,40.0,False
15,20,010101001010101,⊥⊥0⊥⊥⊥⊥0⊥⊥1⊥⊥⊥⊥,15,3,12,3,20.0,False
15,21,111010111101011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥10⊥⊥,15,2,13,2,13.333333333333334,False
15,22,101101000000101,⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,23,101111001100011,⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,24,101111001010111,⊥⊥⊥⊥1⊥⊥0⊥01⊥111,15,7,8,7,46.666666666666664,False
15,25,000011001000101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,26,100001011011111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,27,001010001110101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,28,010110110111110,⊥⊥⊥1⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥,15,2,13,2,13.333333333333334,False
15,29,000110001000100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,30,101111011001101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,31,111100001101000,⊥1⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,2,13,2,13.333333333333334,False
15,32,100110000001011,1⊥011000⊥⊥0⊥⊥⊥⊥,15,8,7,8,53.333333333333336,False
15,33,010100100010011,⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,34,110010010010100,⊥1⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥,15,2,13,2,13.333333333333334,False
15,35,011011100100100,0⊥⊥⊥⊥⊥⊥⊥⊥10⊥⊥⊥⊥,15,3,12,3,20.0,False
15,36,011010011100011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,37,100001111011101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1,15,1,14,1,6.666666666666667,False
15,38,110001011011101,1⊥⊥0⊥⊥⊥⊥⊥0111⊥⊥,15,6,9,6,40.0,False
15,39,000011001010001,00⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,2,13,2,13.333333333333334,False
15,40,011000100011001,⊥⊥1⊥⊥01⊥⊥⊥⊥⊥⊥0⊥,15,4,11,4,26.666666666666668,False
15,41,011110001110011,⊥1⊥⊥⊥⊥0⊥⊥⊥10⊥⊥⊥,15,4,11,4,26.666666666666668,False
15,42,100000100001010,1⊥⊥⊥⊥0⊥⊥0⊥0⊥⊥10,15,6,9,6,40.0,False
15,43,100101011010011,⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,44,100010101010100,⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,45,011011100000111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,46,100110101000100,10⊥⊥1⊥⊥⊥⊥⊥⊥0⊥⊥⊥,15,4,11,4,26.666666666666668,False
15,47,111111001110100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,0,15,0,0.0,False
15,48,001101110011001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥,15,1,14,1,6.666666666666667,False
15,49,000101111000110,⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,15,1,14,1,6.666666666666667,False
16,0,1010111101010110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,1,1111100101011110,⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
16,2,0100010000100100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,3,0011110000100010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,4,0111001010011010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,5,0100010101010000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,6,1101110111010011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,7,1100011101000100,⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
16,8,1000100100101100,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
16,9,1001001100001111,⊥⊥⊥1⊥0⊥⊥⊥⊥⊥0⊥⊥⊥⊥,16,3,13,3,18.75,False
16,10,0000011001011100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,11,0111100001111110,0⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥,16,2,14,2,12.5,False
16,12,0000101101101010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥,16,1,15,1,6.25,False
16,13,1011001001101000,⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
16,14,1011011100010110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,15,1111100011100101,⊥1⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥1,16,3,13,3,18.75,False
16,16,0111111111101000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,17,1000010110000110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,18,0101001010000001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥,16,1,15,1,6.25,False
16,19,0111011011100100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥0,16,2,14,2,12.5,False
16,20,0101000000000100,0⊥⊥⊥⊥0⊥0⊥⊥⊥⊥⊥⊥⊥0,16,4,12,4,25.0,False
16,21,0010000001011000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥0,16,2,14,2,12.5,False
16,22,0011011100000011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥,16,1,15,1,6.25,False
16,23,0001100110110011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,24,0100111110010011,⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥11,16,3,13,3,18.75,False
16,25,1000100000010101,⊥⊥⊥⊥1⊥⊥⊥⊥⊥0⊥0⊥⊥1,16,4,12,4,25.0,False
16,26,1010000001000101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,27,1110111101000100,⊥⊥1⊥⊥⊥1⊥0⊥⊥⊥⊥⊥⊥⊥,16,3,13,3,18.75,False
16,28,1111011100001010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,29,1110111011011101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,30,1001101100000010,⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥0⊥⊥⊥,16,2,14,2,12.5,False
16,31,0101000100001100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥00⊥⊥⊥⊥,16,2,14,2,12.5,False
16,32,0110001011010011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,33,1111000111010101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,34,0010101110010111,⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
16,35,1000111011111010,⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
16,36,0111000111000001,⊥⊥⊥⊥⊥0⊥⊥1⊥⊥⊥⊥⊥⊥⊥,16,2,14,2,12.5,False
16,37,0001101000100101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,38,0100011000110010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,39,1000111100000000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥,16,1,15,1,6.25,False
16,40,0101111001011101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,41,1111011011110100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,42,0101100101001101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,43,0110100101000111,⊥⊥⊥01⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,3,13,3,18.75,False
16,44,0100110001001101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,45,0100101010101011,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
16,46,1010111111010101,⊥⊥⊥01⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,2,14,2,12.5,False
16,47,0001101001011111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,0,16,0,0.0,False
16,48,0001010011001101,⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥0⊥,16,2,14,2,12.5,False
16,49,1110100000111010,⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,16,1,15,1,6.25,False
17,0,10100000011001010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,1,11000000011110101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥0⊥,17,2,15,2,11.76470588235294,False
17,2,10011111000000100,⊥⊥⊥⊥⊥11⊥⊥⊥⊥0⊥⊥⊥⊥⊥,17,3,14,3,17.647058823529413,False
17,3,01011010111100110,⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,4,01111000000011110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥,17,1,16,1,5.88235294117647,False
17,5,01001010000010110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,6,00100010011111111,0⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥,17,2,15,2,11.76470588235294,False
17,7,10011001101110011,⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,8,00011111001100101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,9,10010100110001101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,10,00001000111100100,0⊥0⊥⊥⊥⊥⊥⊥11⊥⊥01⊥0,17,7,10,7,41.17647058823529,False
17,11,10000100000101101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,12,01101110110100011,⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥1⊥⊥⊥⊥⊥,17,2,15,2,11.76470588235294,False
17,13,00011000101111010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,14,10001000011111110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0,17,1,16,1,5.88235294117647,False
17,15,10011010101000010,⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,16,10100010011111010,⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,17,00011001011100001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥,17,1,16,1,5.88235294117647,False
17,18,00100011111100111,⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,19,01101001000110111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,20,11000001111111000,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,21,11011011000110100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,22,00100001001100110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,23,10001100010100000,1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,24,11110011110101001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,25,10111001000011010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,26,10111101111100001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,27,01111001110001001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,28,01010101111101111,⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥,17,2,15,2,11.76470588235294,False
17,29,11000000111110101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,30,11001111101010111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,31,10101010110100010,⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,32,01111100001101010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,33,10000011000111111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,34,00100001101111101,⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,35,10100101011011001,⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥01⊥⊥⊥⊥,17,3,14,3,17.647058823529413,False
17,36,01101100001110011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,37,10101101010001110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,38,11000111001111001,⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,39,00111101101110001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥,17,1,16,1,5.88235294117647,False
17,40,10111111101000001,⊥0⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,2,15,2,11.76470588235294,False
17,41,11111001111010011,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,42,11000101111010101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,0,17,0,0.0,False
17,43,01101111111011111,⊥⊥⊥⊥1⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥,17,2,15,2,11.76470588235294,False
17,44,00001100100000010,⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,45,10111010100111000,⊥⊥⊥1⊥⊥⊥0⊥⊥⊥⊥⊥⊥0⊥⊥,17,3,14,3,17.647058823529413,False
17,46,01100000101110100,0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,17,1,16,1,5.88235294117647,False
17,47,11100011111001100,⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥0⊥,17,2,15,2,11.76470588235294,False
17,48,01111111111010110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥01⊥⊥,17,2,15,2,11.76470588235294,False
17,49,00010000000110010,⊥⊥⊥⊥0⊥⊥000⊥⊥⊥⊥⊥⊥⊥,17,4,13,4,23.52941176470588,False
18,0,101000101000100000,⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,1,101001111101011110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,2,100111010010010010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,3,000001010010101011,⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,4,000110110110010111,⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,5,001111111110001010,0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,6,000001011011111110,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,7,011000001101010100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,8,111111110011010101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,9,101101110101000100,⊥⊥⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,10,110001001110000111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,11,101001110010111110,⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,12,001100010000000111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,13,100001001100001001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥0⊥⊥⊥⊥,18,2,16,2,11.11111111111111,False
18,14,111010010000101111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,15,010101001010101001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,16,101101010101001010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,17,000100011100011100,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥00⊥1⊥⊥⊥,18,3,15,3,16.666666666666664,False
18,18,101011001010011111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,19,001001101110111000,⊥⊥⊥⊥⊥⊥⊥01⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,2,16,2,11.11111111111111,False
18,20,111110101111100010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,21,011001011011100100,⊥⊥⊥0⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥,18,2,16,2,11.11111111111111,False
18,22,110110011101010001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,23,010100010101111010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,24,110110011101111010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,25,001011000111001000,⊥⊥1⊥11⊥⊥0⊥⊥⊥⊥⊥⊥⊥0⊥,18,5,13,5,27.77777777777778,False
18,26,110011110000100010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,27,110011110101110111,⊥⊥0⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,2,16,2,11.11111111111111,False
18,28,111100000000110101,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,29,000001011111011011,0⊥⊥⊥⊥⊥01⊥⊥⊥⊥⊥1⊥⊥⊥1,18,5,13,5,27.77777777777778,False
18,30,010010101111010111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,31,000001010111001001,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,32,111100110010110010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,0,18,0,0.0,False
18,33,000111101000011010,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥1⊥⊥⊥⊥,18,2,16,2,11.11111111111111,False
18,34,110011011111000101,⊥⊥⊥⊥⊥⊥⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
18,35,110100101100101111,⊥⊥0⊥⊥⊥1⊥1⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,3,15,3,16.666666666666664,False
18,36,100000011000110100,1⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥,18,2,16,2,11.11111111111111,False
18,37,010111100110011101,⊥⊥⊥11⊥⊥⊥0⊥⊥⊥⊥⊥1⊥⊥⊥,18,4,14,4,22.22222222222222,False
18,38,110100001000000000,⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥,18,2,16,2,11.11111111111111,False
18,39,111011101011110001,⊥⊥⊥⊥⊥⊥1⊥10⊥⊥⊥⊥⊥⊥⊥⊥,18,3,15,3,16.666666666666664,False
18,40,011010100001000111,⊥⊥⊥⊥⊥⊥⊥⊥⊥⊥0⊥⊥⊥⊥⊥⊥⊥,18,1,17,1,5.555555555555555,False
